x,t,u
0.9000000000000001,0.527,-0.10633583569264168
0.9199999999999999,0.527,-0.08514637331403756
0.94,0.527,-0.06390478591099664
0.96,0.527,-0.0426245082945575
0.98,0.527,-0.02131862688785054
1.0,0.527,0.0
-1.0,0.528,0.0
-0.98,0.528,0.021292753981631444
-0.96,0.528,0.04257278863699225
-0.94,0.528,0.06382727184009865
-0.92,0.528,0.08504314340655195
-0.9,0.528,0.10620699484510282
-0.88,0.528,0.1273049414433662
-0.86,0.528,0.14832248378889942
-0.84,0.528,0.1692443555213936
-0.8200000000000001,0.528,0.19005435371629187
-0.8,0.528,0.21073514780603209
-0.78,0.528,0.2312680623424101
-0.76,0.528,0.2516328281817137
-0.74,0.528,0.27180729582295915
-0.72,0.528,0.2917671036400692
-0.7,0.528,0.3114852926162115
-0.6799999999999999,0.528,0.33093185791478075
-0.6599999999999999,0.528,0.3500732262202731
-0.64,0.528,0.36887164628558644
-0.62,0.528,0.3872844785900577
-0.6,0.528,0.4052633685461451
-0.5800000000000001,0.528,0.42275328645312166
-0.56,0.528,0.4396914166290246
-0.54,0.528,0.45600587822006233
-0.52,0.528,0.4716142616114187
-0.5,0.528,0.48642196787731623
-0.48,0.528,0.5003203453152096
-0.45999999999999996,0.528,0.5131846281499702
-0.43999999999999995,0.528,0.5248716997073143
-0.42000000000000004,0.528,0.5352177279133385
-0.4,0.528,0.5440357574604927
-0.38,0.528,0.5511133932411387
-0.36,0.528,0.5562107764661811
-0.33999999999999997,0.528,0.55905914029536
-0.31999999999999995,0.528,0.5593603359605657
-0.29999999999999993,0.528,0.5567878397573519
-0.28,0.528,0.5509898762464809
-0.26,0.528,0.5415954045949212
-0.24,0.528,0.5282237817124509
-0.21999999999999997,0.528,0.5104988915317193
-0.19999999999999996,0.528,0.48806835464777637
-0.17999999999999994,0.528,0.460628040618231
-0.16000000000000003,0.528,0.4279514416345224
-0.14,0.528,0.3899225161178052
-0.12,0.528,0.34656943699541687
-0.09999999999999998,0.528,0.2980954581399579
-0.07999999999999996,0.528,0.24490214480359704
-0.05999999999999994,0.528,0.18759988725403193
-0.040000000000000036,0.528,0.12700129850297462
-0.020000000000000018,0.528,0.06409497299023302
0.0,0.528,-2.7897276210755557e-16
0.020000000000000018,0.528,-0.06409497299023359
0.040000000000000036,0.528,-0.12700129850297517
0.06000000000000005,0.528,-0.18759988725403245
0.08000000000000007,0.528,-0.24490214480359754
0.10000000000000009,0.528,-0.29809545813995836
0.1200000000000001,0.528,-0.3465694369954173
0.14000000000000012,0.528,-0.38992251611780565
0.15999999999999992,0.528,-0.42795144163452287
0.17999999999999994,0.528,-0.46062804061823137
0.19999999999999996,0.528,-0.4880683546477766
0.21999999999999997,0.528,-0.5104988915317196
0.24,0.528,-0.5282237817124511
0.26,0.528,-0.5415954045949215
0.28,0.528,-0.5509898762464813
0.30000000000000004,0.528,-0.5567878397573524
0.32000000000000006,0.528,-0.5593603359605659
0.3400000000000001,0.528,-0.5590591402953603
0.3600000000000001,0.528,-0.5562107764661813
0.3800000000000001,0.528,-0.551113393241139
0.40000000000000013,0.528,-0.5440357574604928
0.41999999999999993,0.528,-0.5352177279133385
0.43999999999999995,0.528,-0.5248716997073143
0.45999999999999996,0.528,-0.5131846281499702
0.48,0.528,-0.5003203453152096
0.5,0.528,-0.4864219678773163
0.52,0.528,-0.4716142616114188
0.54,0.528,-0.4560058782200624
0.56,0.528,-0.4396914166290246
0.5800000000000001,0.528,-0.42275328645312166
0.6000000000000001,0.528,-0.4052633685461451
0.6200000000000001,0.528,-0.3872844785900577
0.6400000000000001,0.528,-0.3688716462855864
0.6600000000000001,0.528,-0.35007322622027304
0.6799999999999999,0.528,-0.33093185791478064
0.7,0.528,-0.3114852926162114
0.72,0.528,-0.29176710364006914
0.74,0.528,-0.2718072958229591
0.76,0.528,-0.2516328281817136
0.78,0.528,-0.23126806234241004
0.8,0.528,-0.21073514780603203
0.8200000000000001,0.528,-0.1900543537162918
0.8400000000000001,0.528,-0.16924435552139355
0.8600000000000001,0.528,-0.14832248378889937
0.8800000000000001,0.528,-0.12730494144336615
0.9000000000000001,0.528,-0.10620699484510279
0.9199999999999999,0.528,-0.08504314340655192
0.94,0.528,-0.06382727184009862
0.96,0.528,-0.042572788636992244
0.98,0.528,-0.021292753981631433
1.0,0.528,0.0
-1.0,0.529,0.0
-0.98,0.529,0.02126694259569633
-0.96,0.529,0.04252119185007476
-0.94,0.529,0.0637499416494144
-0.92,0.529,0.08494015787525538
-0.9,0.529,0.10607845818047001
-0.88,0.529,0.12715098409677758
-0.86,0.529,0.14814326257418262
-0.84,0.529,0.16904005374753767
-0.8200000000000001,0.529,0.18982518133027762
-0.8,0.529,0.21048134154167844
-0.78,0.529,0.2309898858719015
-0.76,0.529,0.25133057226811645
-0.74,0.529,0.2714812784749035
-0.72,0.529,0.29141767027433896
-0.7,0.529,0.31111281624086273
-0.6799999999999999,0.529,0.33053673935539596
-0.6599999999999999,0.529,0.34965589442606737
-0.64,0.529,0.36843255877159337
-0.62,0.529,0.3868241220981135
-0.6,0.529,0.40478226004277057
-0.5800000000000001,0.529,0.42225197462892616
-0.56,0.529,0.4391704841244898
-0.54,0.529,0.4554659448792699
-0.52,0.529,0.4710559891612211
-0.5,0.529,0.48584606654692913
-0.48,0.529,0.4997275830514088
-0.45999999999999996,0.529,0.5125758432449492
-0.43999999999999995,0.529,0.5242478178347825
-0.42000000000000004,0.529,0.5345797847522239
-0.4,0.529,0.5433849282534712
-0.38,0.529,0.5504510307518348
-0.36,0.529,0.5555384588096027
-0.33999999999999997,0.529,0.5583787299416398
-0.31999999999999995,0.529,0.5586740507445015
-0.29999999999999993,0.529,0.5560983358296296
-0.28,0.529,0.5503003414224502
-0.26,0.529,0.5409096583462588
-0.24,0.529,0.5275463750157634
-0.21999999999999997,0.529,0.5098351959828136
-0.19999999999999996,0.529,0.487424625963764
-0.17999999999999994,0.529,0.46001143754066914
-0.16000000000000003,0.529,0.42736997842479063
-0.14,0.529,0.3893849268301733
-0.12,0.529,0.3460849342279021
-0.09999999999999998,0.529,0.29767337934492566
-0.07999999999999996,0.529,0.24455149569603676
-0.05999999999999994,0.529,0.18732881265179868
-0.040000000000000036,0.529,0.1268165320166223
-0.020000000000000018,0.529,0.064001332514668
0.0,0.529,-2.7987312820633336e-16
0.020000000000000018,0.529,-0.06400133251466855
0.040000000000000036,0.529,-0.12681653201662285
0.06000000000000005,0.529,-0.1873288126517992
0.08000000000000007,0.529,-0.24455149569603726
0.10000000000000009,0.529,-0.2976733793449261
0.1200000000000001,0.529,-0.34608493422790254
0.14000000000000012,0.529,-0.3893849268301737
0.15999999999999992,0.529,-0.4273699784247911
0.17999999999999994,0.529,-0.4600114375406695
0.19999999999999996,0.529,-0.4874246259637643
0.21999999999999997,0.529,-0.5098351959828138
0.24,0.529,-0.5275463750157636
0.26,0.529,-0.5409096583462591
0.28,0.529,-0.5503003414224505
0.30000000000000004,0.529,-0.5560983358296301
0.32000000000000006,0.529,-0.5586740507445018
0.3400000000000001,0.529,-0.5583787299416402
0.3600000000000001,0.529,-0.555538458809603
0.3800000000000001,0.529,-0.550451030751835
0.40000000000000013,0.529,-0.5433849282534712
0.41999999999999993,0.529,-0.5345797847522239
0.43999999999999995,0.529,-0.5242478178347825
0.45999999999999996,0.529,-0.5125758432449492
0.48,0.529,-0.4997275830514088
0.5,0.529,-0.48584606654692913
0.52,0.529,-0.4710559891612212
0.54,0.529,-0.45546594487926995
0.56,0.529,-0.43917048412448983
0.5800000000000001,0.529,-0.42225197462892616
0.6000000000000001,0.529,-0.40478226004277057
0.6200000000000001,0.529,-0.3868241220981135
0.6400000000000001,0.529,-0.36843255877159325
0.6600000000000001,0.529,-0.34965589442606726
0.6799999999999999,0.529,-0.3305367393553959
0.7,0.529,-0.3111128162408627
0.72,0.529,-0.29141767027433896
0.74,0.529,-0.2714812784749035
0.76,0.529,-0.2513305722681164
0.78,0.529,-0.23098988587190145
0.8,0.529,-0.2104813415416784
0.8200000000000001,0.529,-0.18982518133027756
0.8400000000000001,0.529,-0.1690400537475376
0.8600000000000001,0.529,-0.14814326257418256
0.8800000000000001,0.529,-0.12715098409677753
0.9000000000000001,0.529,-0.10607845818046999
0.9199999999999999,0.529,-0.08494015787525536
0.94,0.529,-0.06374994164941437
0.96,0.529,-0.04252119185007474
0.98,0.529,-0.021266942595696323
1.0,0.529,0.0
-1.0,0.53,0.0
-0.98,0.53,0.021241192490540475
-0.96,0.53,0.04246971745570334
-0.94,0.53,0.06367279462406643
-0.92,0.53,0.08483741577124031
-0.9,0.53,0.10595022451949294
-0.88,0.53,0.12699738846611142
-0.86,0.53,0.14796446074025058
-0.84,0.53,0.1688362277829266
-0.8200000000000001,0.53,0.18959653974994628
-0.8,0.53,0.21022811944429298
-0.78,0.53,0.23071234508301763
-0.76,0.53,0.2510290014835976
-0.74,0.53,0.2711559934058696
-0.72,0.53,0.29106901379955574
-0.7,0.53,0.3107411585794204
-0.6799999999999999,0.53,0.3301424782825892
-0.6599999999999999,0.53,0.34923945556959274
-0.64,0.53,0.3679943960448074
-0.62,0.53,0.3863647183537198
-0.6,0.53,0.40430212806584787
